Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
1989,YqZzlWJKnl,Business,Save AI prompts for the team,I need help with support triage prompts because we found we test several LLM providers. The workspace has 3 active users. I can share a sample row if needed. Please share prompts with the workspace and let me know the next step.,Urgent
1990,zpKMdDIZ3C,Pro,Rows split into extra columns,The workflow related to a lead file reported empty columns near the end. We are using Chrome on Windows. I can share a sample row if needed. Can you confirm whether you can upload the file safely?,High
1991,n8SUiD8WWI,Free,Company matching missed records,We ran into an issue with names with typos: the duplicate groups look too strict. The upload file is a CSV created during a migration test. We are testing this on a small file before running the full import. Could you help us ignore empty fields during merge?,Low
1992,Ssf2VJDPft,Free,Special characters look wrong,"During a cleanup involving French customer names, we found the export was saved on a Windows laptop. The workspace has 58 active users. The same workflow worked last week. What should we check before we fix the encoding?",Low
1993,hkRoAtovdg,Business,Auto-run stopped processing rows,"During a cleanup involving company domains, we found only some rows were processed. The file has 1,000,000 rows and 12 columns. The sales team is waiting for the cleaned file. Please avoid duplicate charges and let me know the next step.",Low
1994,edvUcJlcK3,Enterprise,Commas broke my import,The workflow related to a lead file reported quoted values from Excel. The upload file is a CSV created last Friday. We need this before a customer meeting. Can you help us upload the file safely?,Medium
1995,FqLV8SfmCJ,Pro,CSV columns shifted after upload,"During a cleanup involving a customer export, we found unescaped quotes in product descriptions. This started after we exported from Excel. The sales team is waiting for the cleaned file. What is the safest way to identify the failed rows?",Medium
1996,fwbyNONBUd,Business,Large export is slow,"During a cleanup involving a 200k-row collection, we found the download link expired. The upload file is a semicolon CSV created last Friday. Finance is waiting for an answer. What should we check before we send a fresh download link?",Low
1997,Vu3bYNvdGb,Business,Save AI prompts for the team,I need help with support triage prompts because we found we run the same prompt every week. This started after we exported from Salesforce. Finance is waiting for an answer. What is the safest way to save reusable templates?,Urgent
1998,CRHf8avB8g,Starter,Unexpected charge on invoice,"While preparing a duplicate subscription for a deadline, we found the renewal date is tomorrow. The file has 1,000,000 rows and 12 columns. We are testing this on a small file before running the full import. Can you help us explain the charge?",Urgent
1999,DYj0z2JtcQ,Free,Commas broke my import,We ran into an issue with a lead file: empty columns near the end. The file has 480 rows and 120 columns. We are testing this on a small file before running the full import. Can you help us identify the failed rows?,Urgent
2000,HzN0IHiP0X,Enterprise,Reusable prompt templates,"During a cleanup involving lead scoring prompts, we found we test several LLM providers. The file has 1,000,000 rows and 120 columns. I can share a sample row if needed. What is the safest way to compare prompt outputs?",Urgent
2001,usOXCDuj9Z,Business,Rows split into extra columns,"Our team is working on an order history file, and we found empty columns near the end. The upload file is a tab-separated file created last Friday. We need this before a customer meeting. Could you help us upload the file safely?",Medium
2002,DhmNNo5qLz,Enterprise,Export has been running too long,"Our team is working on a full product table, and we found the export must include all columns. The file has 8,500 rows and 47 columns. The issue affects one workspace, but not another. Can you help us help me split the file?",Urgent
2003,K9R2iiMp3j,Business,CSV columns shifted after upload,"After checking a CRM backup, we saw that tabs copied from Google Sheets. We are using Firefox on macOS. Finance is waiting for an answer. Is there a way to normalize the delimiter?",High
2004,e4lQW4QOZj,Pro,Scheduled enrichment did not finish,The workflow related to website URLs reported only some rows were processed. The workspace has 26 active users. I can share a sample row if needed. What is the safest way to disable auto-run temporarily?,High
2005,A9ig5AzvsL,Pro,Need help merging duplicate rows,"While preparing accounts from two CRMs for a deadline, we found the same company appears with local branches. We are using Edge on macOS. It is not urgent, but it affects several users. Please export a change log and let me know the next step.",Urgent
2006,AnZj7vtOd6,Enterprise,Save AI prompts for the team,We ran into an issue with lead scoring prompts: we need approvals before changing prompts. The affected rows are mostly from Spain. We are using Safari on Ubuntu. Finance is waiting for an answer. Is there a way to share prompts with the workspace?,Medium
